age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
45,blue-collar,married,primary,no,816,yes,no,unknown,2,jun,80,3,-1,0,unknown,no
53,technician,married,secondary,no,5303,yes,no,telephone,17,apr,320,3,180,1,success,yes
51,blue-collar,divorced,primary,no,-19,yes,no,cellular,13,may,829,1,296,11,failure,yes
34,technician,single,tertiary,no,242,yes,no,unknown,6,may,-112,1,-1,0,unknown,no
55,technician,married,secondary,no,9774,yes,no,cellular,20,nov,227,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,45,no,no,unknown,20,jun,13,12,-1,0,unknown,no
54,retired,married,primary,no,0,yes,no,unknown,13,may,106,1,-1,0,unknown,no
43,blue-collar,married,primary,no,-418,yes,yes,cellular,14,may,106,2,-1,0,unknown,no
32,services,single,secondary,no,0,no,no,cellular,29,jan,96,1,-1,0,unknown,no
55,technician,married,,no,1192,yes,no,unknown,13,may,481,1,-1,0,unknown,no
28,blue-collar,married,primary,no,-55,yes,no,unknown,7,may,361,2,-1,0,unknown,no
37,self-employed,divorced,tertiary,no,601,yes,no,unknown,30,may,422,1,-1,0,unknown,no
40,management,married,tertiary,no,409,no,no,cellular,19,aug,111,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,3412,yes,no,cellular,12,may,101,2,-1,0,unknown,no
44,technician,married,secondary,no,497,yes,no,unknown,3,jun,103,2,-1,0,unknown,no
33,management,single,tertiary,no,437,yes,no,cellular,21,nov,285,1,179,4,,no
42,services,married,primary,no,0,no,no,cellular,17,jul,397,1,-1,0,unknown,no
27,management,single,secondary,no,0,yes,yes,cellular,28,jul,125,2,-1,0,unknown,no
34,technician,single,secondary,no,0,no,no,cellular,20,aug,113,2,-1,0,unknown,no
46,blue-collar,div,secondary,no,1074,yes,no,cellular,14,may,277,2,-1,0,unknown,no
39,services,divorced,secondary,no,-185,yes,no,unknown,5,may,189,3,-1,0,unknown,no
50,technician,married,primary,no,-315,no,yes,cellular,21,nov,61,7,136,1,failure,no
32,technician,single,secondary,no,4069,yes,no,cellular,25,jul,273,1,-1,0,unknown,no
29,admin.,single,secondary,no,291,no,no,cellular,9,feb,12,9,-1,0,unknown,no
33,blue-collar,married,secondary,no,19,yes,no,cellular,4,feb,56,1,271,1,,no
50,blue-collar,divorced,primary,no,134,no,no,unknown,8,may,263,2,-1,0,unknown,no
26,management,single,tertiary,no,4116,yes,no,cellular,5,may,301,1,-1,0,unknown,no
56,management,married,tertiary,no,935,yes,no,cellular,8,may,209,2,172,1,failure,no
43,technician,divorced,secondary,no,1612,no,no,cellular,28,aug,119,2,95,3,success,no
28,management,married,tertiary,no,318,yes,no,unknown,27,may,4,4,-1,0,unknown,no
37,blue-collar,married,secondary,no,590,yes,no,cellular,17,apr,37,1,343,2,failure,no
38,entrepreneur,married,tertiary,no,2069,yes,no,cellular,15,may,358,7,-1,0,unknown,no
34,technician,married,secondary,no,134,yes,no,cellular,6,may,159,1,-1,0,unknown,no
56,blue-collar,married,primary,no,862,yes,yes,unknown,7,may,198,2,-1,0,unknown,no
27,student,single,secondary,no,1411,no,no,cellular,2,feb,92,1,-1,0,unknown,no
29,admin.,single,secondary,no,543,yes,yes,cellular,18,may,166,1,349,5,,no
40,retired,single,secondary,no,1734,yes,no,unknown,3,jun,123,4,-1,0,unknown,no
58,management,married,tertiary,no,1517,yes,no,telephone,29,jul,7,5,-1,0,unknown,no
31,blue-collar,married,secondary,no,0,no,no,telephone,23,jul,36,1,-1,0,unknown,no
59,admin.,divorced,tertiary,no,39,no,no,cellular,11,jul,67,1,-1,0,unknown,no
57,retired,married,primary,no,5010,no,no,cellular,21,nov,570,4,-1,0,unknown,no
33,services,married,secondary,no,0,no,yes,cellular,8,jul,285,1,-1,0,unknown,no
54,housemaid,married,secondary,no,167,yes,no,unknown,20,may,547,7,-1,0,unknown,no
44,management,married,secondary,no,13054,yes,no,cellular,11,may,471,2,174,12,,no
37,housemaid,married,secondary,yes,-205,no,yes,cellular,18,jul,199,1,-1,0,unknown,no
49,retired,married,,no,247,no,no,unknown,15,may,213,2,-1,0,unknown,no
39,management,married,secondary,no,0,yes,no,cellular,24,jul,21,21,-1,0,unknown,no
34,entrepreneur,single,tertiary,no,1295,yes,no,cellular,3,feb,246,1,-1,0,unknown,no
39,admin.,single,secondary,no,113,yes,no,unknown,6,may,342,1,-1,0,unknown,no
38,admin.,married,secondary,no,3047,yes,no,unknown,6,may,285,2,-1,0,unknown,no
72,unknown,married,,no,1165,no,no,cellular,11,aug,400,3,-1,0,unknown,no
59,management,married,secondary,no,1245,no,no,cellular,29,jan,285,1,-1,0,unknown,no
47,technician,married,secondary,no,-3,no,yes,unknown,9,jul,197,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,-29,yes,no,cellular,11,may,200,2,364,2,,no
34,blue-collar,married,secondary,no,577,no,no,unknown,14,may,337,1,-1,0,unknown,no
26,services,single,tertiary,no,1624,yes,yes,unknown,28,may,438,1,-1,0,unknown,no
26,technician,single,tertiary,no,8839,yes,no,unknown,29,may,932,3,-1,0,unknown,no
54,management,divorced,secondary,no,299,no,yes,cellular,23,jul,147,4,-1,0,unknown,no
48,technician,married,secondary,no,454,yes,no,cellular,10,jul,114,1,-1,0,unknown,no
30,technician,single,secondary,no,276,no,yes,cellular,25,aug,159,5,-1,0,unknown,no
30,management,single,tertiary,no,156,yes,no,unknown,9,jun,174,9,-1,0,unknown,no
52,self-employed,married,primary,no,1750,no,yes,unknown,20,jun,39,5,-1,0,unknown,no
32,blue-collar,single,primary,no,78,yes,no,cellular,14,may,72,2,-1,0,unknown,no
31,technician,single,tertiary,no,665,yes,no,cellular,4,feb,156,1,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,2476,no,no,cellular,13,aug,239,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,2194,no,no,cellular,13,may,275,2,357,1,,no
29,blue-collar,married,secondary,no,247,no,yes,cellular,7,jul,199,1,-1,0,unknown,no
40,management,single,tertiary,no,326,yes,no,unknown,28,may,64,1,-1,0,unknown,no
37,services,married,secondary,no,47,yes,no,cellular,20,apr,554,3,-1,0,unknown,no
30,blue-collar,married,secondary,no,393,yes,no,cellular,17,apr,1034,2,-1,0,unknown,no
25,student,single,tertiary,no,326,no,no,cellular,26,may,390,1,-1,0,unknown,yes
65,retired,married,primary,no,308,no,no,cellular,1,sep,400,1,-1,0,unknown,yes
46,technician,divorced,tertiary,no,477,yes,no,unknown,6,may,114,1,-1,0,unknown,no
55,retired,married,secondary,no,785,yes,no,cellular,14,may,47,1,370,2,failure,no
46,entrepreneur,married,secondary,no,1375,yes,no,unknown,30,may,170,7,-1,0,unknown,no
56,blue-collar,married,primary,no,1798,yes,no,unknown,29,may,228,3,-1,0,unknown,no
46,entrepreneur,married,secondary,no,245,yes,no,cellular,8,may,78,1,359,3,failure,no
32,self-employed,married,tertiary,no,428,no,yes,cellular,3,feb,142,2,-1,0,unknown,no
39,services,divorced,secondary,no,1957,yes,yes,cellular,20,nov,47,1,-1,0,unknown,no
39,technician,married,tertiary,no,4765,yes,no,cellular,7,aug,108,2,-1,0,unknown,no
42,unemployed,divorced,primary,no,148,yes,no,cellular,4,feb,102,1,-1,0,unknown,no
30,admin.,single,secondary,no,818,yes,yes,cellular,16,apr,66,1,346,1,failure,no
44,admin.,divorced,secondary,no,2999,yes,no,cellular,14,may,717,1,-1,0,unknown,yes
53,blue-collar,married,primary,no,256,yes,no,unknown,2,jun,202,1,-1,0,unknown,no
58,unknown,single,secondary,no,311,no,no,unknown,6,jun,248,2,-1,0,unknown,no
45,admin.,single,secondary,no,341,yes,yes,cellular,5,may,77,2,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,337,yes,yes,cellular,18,nov,63,3,-1,0,unknown,no
27,technician,single,secondary,no,1996,yes,no,cellular,5,may,345,1,-1,0,unknown,no
29,admin.,single,tertiary,no,261,no,no,cellular,4,jun,66,1,79,19,failure,no
31,student,single,,no,643,no,no,cellular,5,feb,82,4,-1,0,unknown,no
40,management,divorced,tertiary,no,492,no,yes,cellular,7,jul,125,2,-1,0,unknown,no
29,entrepreneur,married,secondary,no,65,yes,no,cellular,28,jul,19,14,-1,0,unknown,no
40,admin.,married,secondary,no,220,yes,no,unknown,30,jun,69,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,313,yes,yes,unknown,5,jun,67,2,-1,0,unknown,no
25,blue-collar,married,secondary,no,-76,yes,no,unknown,12,may,241,3,-1,0,unknown,no
35,entrepreneur,married,tertiary,no,280,yes,no,unknown,21,may,502,1,-1,0,unknown,no
31,admin.,married,secondary,no,3052,yes,yes,cellular,20,nov,115,2,177,2,failure,no
52,admin.,married,secondary,no,32,no,yes,cellular,9,jul,103,1,-1,0,unknown,no
66,management,married,secondary,no,587,no,no,cellular,12,may,457,2,392,2,success,yes
30,technician,married,secondary,no,152,yes,yes,unknown,5,may,213,2,-1,0,unknown,no
51,blue-collar,married,primary,no,129,yes,no,cellular,15,may,611,2,-1,0,unknown,yes
41,entrepreneur,married,,no,89,yes,no,unknown,6,may,333,2,-1,0,unknown,no
32,self-employed,married,tertiary,no,1464,no,no,telephone,14,aug,133,2,-1,0,unknown,no
44,management,married,primary,no,4758,yes,no,cellular,22,jul,712,6,-1,0,unknown,yes
40,unemployed,single,secondary,no,11,yes,no,unknown,6,may,43,1,-1,0,unknown,no
59,blue-collar,married,secondary,no,-1336,no,yes,cellular,7,jul,450,2,-1,0,unknown,no
44,technician,married,secondary,yes,-251,no,yes,telephone,31,jul,13,16,-1,0,unknown,no
32,housemaid,married,primary,no,0,yes,no,cellular,9,jul,90,1,-1,0,unknown,no
56,unemployed,divorced,primary,no,109,no,no,cellular,15,jul,924,4,-1,0,unknown,no
43,blue-collar,married,primary,no,-181,yes,no,cellular,17,apr,351,1,337,3,failure,no
42,admin.,divorced,secondary,no,-67,no,no,cellular,21,nov,137,2,-1,0,unknown,no
50,self-employed,divorced,secondary,no,985,yes,yes,telephone,21,nov,167,1,-1,0,unknown,no
33,services,married,secondary,no,1330,yes,no,cellular,18,nov,245,1,-1,0,unknown,no
59,management,married,tertiary,no,4152,yes,no,cellular,1,oct,67,6,141,13,failure,no
31,blue-collar,married,,no,-120,yes,no,cellular,3,feb,100,3,201,2,failure,no
39,technician,divorced,secondary,no,115,no,no,cellular,25,aug,116,9,-1,0,unknown,no
31,technician,married,secondary,no,4182,yes,no,cellular,4,may,347,2,-1,0,unknown,yes
51,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151,10,-1,0,unknown,no
50,management,married,,no,8345,no,no,unknown,11,jun,561,1,-1,0,unknown,no
50,services,married,tertiary,no,218,yes,no,unknown,9,may,388,2,-1,0,unknown,no
55,management,married,primary,no,3293,no,no,telephone,30,jul,64,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,21,yes,no,cellular,8,apr,663,2,-1,0,unknown,no
41,services,married,secondary,no,4505,yes,no,unknown,14,may,108,2,-1,0,unknown,no
58,admin.,married,secondary,no,855,no,no,cellular,14,aug,81,2,-1,0,unknown,no
45,admin.,married,secondary,no,434,no,yes,cellular,24,jul,180,19,-1,0,unknown,no
53,management,divorced,tertiary,no,26306,yes,no,cellular,19,nov,67,3,-1,0,unknown,no
34,services,married,secondary,no,2918,no,yes,cellular,4,jun,246,1,196,2,success,yes
34,management,single,tertiary,no,0,yes,yes,cellular,26,may,197,2,98,1,,no
50,technician,married,tertiary,no,199,yes,yes,unknown,26,may,79,1,-1,0,unknown,no
43,housemaid,married,primary,no,1491,no,no,telephone,14,jul,105,3,-1,0,unknown,no
45,blue-collar,married,primary,no,492,no,no,cellular,29,aug,141,2,-1,0,unknown,no
75,retired,married,secondary,no,1470,no,no,telephone,27,feb,49,1,-1,0,unknown,no
37,entrepreneur,married,secondary,no,5064,yes,no,unknown,20,may,79,1,-1,0,unknown,no
47,management,single,tertiary,no,334,yes,no,cellular,28,jun,614,3,94,9,success,yes
36,services,single,secondary,no,774,yes,no,cellular,3,feb,231,2,259,1,failure,no
29,management,single,tertiary,no,1431,no,no,cellular,18,jun,201,4,-1,0,unknown,no
32,services,single,secondary,no,2881,no,no,cellular,2,jul,356,1,-1,0,unknown,yes
31,technician,single,secondary,no,1186,yes,no,unknown,23,may,136,1,-1,0,unknown,no
48,services,married,secondary,no,975,yes,yes,cellular,15,may,521,2,-1,0,unknown,no
32,services,single,tertiary,no,143,yes,yes,cellular,22,jul,115,3,-1,0,unknown,no
47,blue-collar,married,primary,no,-100,yes,no,unknown,15,may,374,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,260,yes,no,unknown,2,jun,707,14,-1,0,unknown,yes
34,services,single,secondary,no,15,no,no,cellular,31,aug,104,1,-1,0,unknown,no
32,services,single,secondary,no,-408,yes,no,unknown,23,may,253,2,-1,0,unknown,no
30,technician,single,tertiary,no,4321,yes,no,cellular,28,jul,257,6,-1,0,unknown,no
32,self-employed,married,secondary,no,409,no,no,cellular,3,jun,115,2,86,2,success,yes
27,admin.,married,tertiary,no,2855,no,no,cellular,22,jul,138,2,178,4,success,yes
38,entrepreneur,single,secondary,no,473,yes,yes,unknown,30,may,133,4,-1,0,unknown,no
31,blue-collar,married,secondary,no,43,yes,no,unknown,19,may,405,3,-1,0,unknown,no
60,unemployed,married,primary,no,0,no,no,cellular,22,jul,1193,1,412,1,,yes
31,services,married,secondary,no,-331,yes,no,unknown,23,may,203,5,-1,0,unknown,no
59,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,1088,yes,no,cellular,13,may,77,2,345,2,failure,no
44,management,married,tertiary,no,13853,yes,no,cellular,18,nov,1329,3,-1,0,unknown,no
35,technician,married,secondary,no,294,yes,no,cellular,9,mar,301,1,90,4,success,yes
30,management,single,tertiary,no,2708,no,no,cellular,19,nov,479,1,-1,0,unknown,no
60,services,married,primary,no,0,no,no,cellular,27,aug,114,9,-1,0,unknown,no
26,technician,married,secondary,no,370,no,yes,cellular,8,jul,1061,4,-1,0,unknown,yes
57,unknown,married,,no,19268,no,no,unknown,23,oct,301,1,-1,0,unknown,yes
63,retired,married,secondary,no,2747,no,no,cellular,11,sep,113,1,80,1,failure,no
30,admin.,married,primary,no,40,yes,yes,cellular,7,jul,174,1,-1,0,unknown,no
50,admin.,married,secondary,no,-221,no,yes,unknown,3,jul,90,1,-1,0,unknown,no
31,student,married,secondary,no,200,yes,no,cellular,4,may,362,5,-1,0,unknown,no
58,technician,married,secondary,no,1191,no,no,cellular,6,aug,78,2,-1,0,unknown,no
48,technician,married,primary,no,235,no,no,cellular,9,sep,386,2,191,3,success,yes
58,unemployed,married,secondary,no,4497,yes,no,unknown,29,may,128,1,-1,0,unknown,no
35,technician,married,tertiary,no,16,yes,no,cellular,5,may,43,5,-1,0,unknown,no
34,entrepreneur,married,secondary,no,1368,yes,no,cellular,18,nov,252,2,-1,0,unknown,no
50,entrepreneur,divorced,tertiary,no,315,no,no,cellular,12,jul,101,2,185,2,failure,no
36,technician,married,tertiary,no,4596,yes,no,cellular,8,oct,234,2,175,2,success,yes
57,management,married,tertiary,no,0,yes,no,unknown,14,may,124,1,-1,0,unknown,no
73,retired,married,secondary,no,2850,no,no,cellular,19,apr,184,2,185,3,failure,no
45,admin.,single,secondary,no,946,yes,no,cellular,13,apr,754,3,143,6,failure,no
55,blue-collar,married,secondary,no,-157,no,no,cellular,6,feb,354,5,-1,0,unknown,no
57,blue-collar,married,primary,no,3109,no,no,cellular,2,jun,482,2,-1,0,unknown,yes
29,services,married,tertiary,no,62,yes,yes,unknown,16,may,280,2,-1,0,unknown,no
37,services,married,secondary,no,1483,no,no,unknown,20,jun,32,9,-1,0,unknown,no
52,blue-collar,married,secondary,no,633,yes,no,cellular,14,may,292,1,-1,0,unknown,no
30,admin.,single,secondary,no,1450,yes,no,cellular,18,may,298,1,355,1,failure,no
59,retired,married,primary,no,646,yes,no,unknown,16,may,140,1,-1,0,unknown,no
45,blue-collar,married,primary,no,25,yes,no,unknown,5,may,40,1,-1,0,unknown,no
26,student,single,tertiary,no,97,no,no,cellular,27,aug,382,1,-1,0,unknown,no
47,admin.,married,primary,no,31,yes,no,cellular,6,may,50,1,356,1,failure,no
37,management,married,tertiary,no,308,yes,no,unknown,7,may,96,3,-1,0,unknown,no
40,admin.,single,secondary,no,739,yes,no,unknown,16,may,132,1,-1,0,unknown,no
31,entrepreneur,divorced,tertiary,no,1767,no,no,telephone,25,jul,395,6,-1,0,unknown,no
35,self-employed,married,tertiary,no,980,no,no,cellular,2,aug,428,2,336,6,failure,no
33,technician,married,secondary,no,277,no,no,cellular,7,aug,155,2,-1,0,unknown,no
43,retired,Div,primary,no,5805,no,no,cellular,13,aug,111,5,-1,0,unknown,no
55,blue-collar,married,primary,no,332,yes,no,unknown,8,may,318,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,223,yes,no,unknown,21,may,91,3,-1,0,unknown,no
43,technician,Div,secondary,yes,73,yes,no,cellular,14,jul,324,2,-1,0,unknown,no
46,self-employed,married,,no,-257,no,no,cellular,21,nov,104,1,189,2,failure,no
44,blue-collar,married,primary,no,276,yes,no,cellular,30,jul,535,2,-1,0,unknown,no
45,management,married,tertiary,no,203,no,no,unknown,16,jun,202,4,-1,0,unknown,no
41,management,divorced,tertiary,no,107,yes,no,cellular,17,jul,122,17,-1,0,unknown,no
58,housemaid,married,primary,no,1310,yes,yes,cellular,22,jul,1226,2,-1,0,unknown,no
46,technician,married,secondary,no,6993,yes,no,cellular,17,apr,326,3,148,1,success,no
46,self-employed,single,secondary,no,1029,no,no,cellular,17,nov,108,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,2047,no,no,telephone,30,jul,342,6,-1,0,unknown,no
35,admin.,divorced,secondary,no,869,yes,no,unknown,29,may,173,1,-1,0,unknown,no
30,management,single,tertiary,no,0,no,no,cellular,29,oct,437,2,-1,0,unknown,no
49,technician,married,tertiary,no,2950,yes,no,cellular,22,aug,91,16,-1,0,unknown,no
53,retired,divorced,tertiary,no,599,yes,no,unknown,13,may,322,3,-1,0,unknown,no
52,technician,married,secondary,no,0,yes,no,unknown,18,jun,636,,-1,0,unknown,no
35,blue-collar,married,secondary,no,209,yes,yes,telephone,28,jul,66,2,-1,0,unknown,no
54,entrepreneur,married,,no,1956,no,no,cellular,19,nov,221,5,-1,0,unknown,no
34,blue-collar,maried,primary,no,-319,yes,yes,cellular,9,jul,134,4,-1,0,unknown,no
44,management,married,primary,no,5418,yes,yes,cellular,28,jul,58,5,-1,0,unknown,no
36,management,divorced,tertiary,no,1343,yes,yes,unknown,16,may,73,1,-1,0,unknown,no
58,management,divorced,tertiary,no,1533,no,no,unknown,15,may,137,2,-1,0,unknown,no
43,technician,married,secondary,no,422,yes,no,cellular,12,may,181,2,300,1,failure,no
39,technician,single,secondary,no,2,yes,yes,telephone,31,jul,14,29,-1,0,unknown,no
59,housemaid,married,primary,no,100,no,no,cellular,5,aug,1134,1,-1,0,unknown,yes
39,technician,married,secondary,no,376,no,no,unknown,20,jun,160,3,-1,0,unknown,no
60,blue-collar,married,secondary,no,322,yes,no,cellular,7,may,63,1,-1,0,unknown,no
36,unemployed,single,tertiary,no,1291,no,no,cellular,3,feb,298,1,-1,0,unknown,yes
34,management,married,tertiary,no,881,no,no,cellular,20,aug,112,2,-1,0,unknown,no
40,blue-collar,single,primary,no,1780,no,yes,unknown,11,jun,114,1,-1,0,unknown,no
60,management,married,tertiary,no,13546,no,no,cellular,17,apr,452,3,-1,0,unknown,yes
40,unemployed,mairied,secondary,no,3430,yes,no,cellular,20,nov,1855,3,-1,0,unknown,no
45,admin.,married,secondary,no,43,no,no,cellular,12,aug,114,4,-1,0,unknown,no
36,technician,married,tertiary,no,1109,no,no,cellular,13,aug,328,2,-1,0,unknown,no
59,admin.,married,secondary,no,1575,yes,no,cellular,12,may,301,3,263,11,success,no
28,services,married,,no,-134,yes,no,unknown,19,may,8,2,-1,0,unknown,no
36,management,married,tertiary,no,14462,yes,no,cellular,21,nov,10,5,-1,0,unknown,no
53,admin.,married,secondary,no,2924,no,no,cellular,19,nov,800,6,-1,0,unknown,no
35,blue-collar,single,primary,no,3339,yes,no,unknown,6,jun,304,2,-1,0,unknown,no
56,blue-collar,married,primary,no,8163,no,no,cellular,14,aug,1231,4,-1,0,unknown,yes
44,admin.,married,secondary,no,26,yes,no,cellular,21,jul,105,10,-1,0,unknown,no
34,management,married,tertiary,no,105,yes,no,unknown,6,may,314,3,-1,0,unknown,no
45,blue-collar,married,primary,no,351,yes,no,unknown,19,jun,66,1,-1,0,unknown,no
33,management,married,tertiary,no,452,yes,no,cellular,29,aug,168,2,-1,0,unknown,no
38,blue-collar,married,,no,5,yes,no,unknown,7,may,221,2,-1,0,unknown,no
